,Product name in Flipkart,Retail Price in Flipkart,Discounted Price in Flipkart,Product name in Amazon,Retail Price in Amazon,Discounted Price in Amazon
16146,KARP Ultra Bright 28 LEDs USB Lights (Black) LED LIGHT-BLK-1 USB Led Light,699.0,599.0,KARP Ultra Bright 28 LEDs USB Lights (White) LED LIGHT- Wht-4 USB Led Light,688.0,733.0
16147,Himtek light led 1 USB Led Light,299.0,119.0,Tapawire LED Indicator 7 Port USHUBL01a USB USB Hub,981.0,811.0
16148,Link+ Flexible Portable Lamp LP-5PCS USB Led Light,1299.0,425.0,Link+ Flexible Portable Lamp LP-3PCS USB Led Light,885.0,334.0
16149,ShadowFax Table Air Fan Cooler USB USB Fan,1299.0,799.0,ShadowFax Handheld Mini Air Conditioner Mini Cooler USB USB Fan,1488.0,1211.0
16150,Scrap Wood Birdhouse Sb-Blue-1 Bird House,899.0,299.0,Scrap Wood Birdhouse SB-GREEN-1 Bird House,879.0,368.0
16151,Tootpado Art Plastic Punches & Punching Machines,259.0,249.0,Tootpado Art Plastic Punches & Punching Machines,250.0,275.0
16152,Orcel Good Quality Portable Flexible USB USB Fan,599.0,228.0,Orcel Good Quality Portable Flexible USB USB Fan,583.0,280.0
16153,JJC LH-63  Lens Hood,999.0,799.0,JJC LH-06  Lens Hood,1473.0,1817.0
16154,SS Decor Casual Printed Women's Kurti,1699.0,549.0,SAP Casual Printed Women's Kurti,1491.0,466.0
16155,Jerry's Jppb11562 M Pet Bed,3140.0,1390.0,Jerry's Jppb11584 XL Pet Bed,3993.0,2305.0
16156,Techone+ Flexible SE122102-GREEN USB Led Light,499.0,249.0,Techone+ Flexible SE122103-GREEN USB Led Light,691.0,515.0
16157,Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub,1660.0,1555.0,Sitech 4 Port High Speed 3.0 USB USB Hub,283.0,249.0
16158,Himtek 9o V-99 USB Led Light,299.0,119.0,Himtek light led 1 USB Led Light,282.0,139.0
16159,RRP Alpha X002 USB Led Light,399.0,90.0,RRP Born To Have Lxs-001 USB Led Light,398.0,127.0
16160,Fabme Women Wedges,899.0,489.0,Yepme Women Wedges,497.0,507.0
16161,Spalding TF-150 Basketball -   Size: 7,699.0,559.0,adidas 3 Stripe D 29.5 Basketball -   Size: 7,1291.0,1501.0
16162,KLIQVIK SIX PORT USB HUB FOR ANDROID MOBILES TR-250 USB USB Hub,1499.0,1099.0,KLIQVIK SIX PORT USB HUB FOR I PHONE 4 MOBILES TR-256 USB USB Hub,1489.0,1297.0
16163,Kipsta Easy Basketball -   Size: 5,599.0,599.0,Kipsta Tarmak T7 Basketball -   Size: 7,286.0,387.0
16164,"Shop Rajasthan Casual, Formal Solid, Printed Women's Kurti",1099.0,399.0,Shop Rajasthan Casual Solid Women's Kurti,886.0,363.0
16165,"Shop Rajasthan Casual, Formal Floral Print Women's Kurti",1099.0,399.0,"Shop Rajasthan Casual, Formal Floral Print Women's Kurti",1085.0,381.0
16166,KLIQVIK SIX PORT USB HUB FOR ANDROID MOBILES TR-250 USB USB Hub,1499.0,1099.0,KLIQVIK SIX PORT USB HUB FOR SAMSUNG MOBILES TR-252 USB USB Hub,1479.0,1382.0
16167,Aadishwar Creations U11 M101 USB Led Light,399.0,299.0,ShopFloor.XYZ USB Light with 13 LED UL001 USB Laptop Accessory,388.0,323.0
16168,Iconnect World Premium Quality 7.1 Channel External Audio Adapter With Mic USB Sound Card,1500.0,549.0,Iconnect World External Adapter 7.1 Channel Audio Output + Mic Input USB Sound Card,1191.0,614.0
16169,Kipsta Easy Basketball -   Size: 5,599.0,599.0,Nivia Destroyer Basketball -   Size: 7,502.0,619.0
16170,In-Trend Casual Solid Women's Kurti,1499.0,999.0,Pallash Casual Solid Women's Kurti,512.0,595.0
16171,Memore Portable and Flexible LED Light Lamp MMULL-Purple USB Led Light,499.0,199.0,Memore Portable and Flexible Lamp MMULL-Green USB Led Light,482.0,246.0
16172,Anira Fashion Women Wedges,898.0,545.0,Anouk Women Wedges,1193.0,900.0
16173,Spalding Cross Over Basketball -   Size: 7,1085.0,809.0,Spalding Cross Over Basketball -   Size: 5,935.0,1169.0
16174,Techone+ Portable SE122104-ORANGE USB Led Light,1299.0,949.0,Techone+ Portable SE122101-ORANGE USB Led Light,289.0,192.0
16175,Casotec Plexible LED Light 275013 Led Light USB Led Light,499.0,149.0,Casotec Plexible LED Light 275014 Led Light USB Led Light,483.0,180.0
16176,"Techone+ Portable Power Bank, and Laptops_2 set USB Led Light",299.0,138.0,"Techone+ Portable Power Bank, and Laptops_4 set USB Led Light",492.0,236.0
16177,Liza Women Wedges,1990.0,1393.0,Liza Women Wedges,1988.0,1777.0
16178,Casotec USB Fan 275031 Portable Fan USB USB Fan,999.0,699.0,Epresent Mfan 1 Fan USB USB Fan,257.0,281.0
16179,Catwalk Women Wedges,2995.0,2995.0,Catwalk Women Wedges,1879.0,2244.0
16180,Marc Loire Women Heels,2375.0,1187.0,Marc Loire Women Wedges,2196.0,1230.0
16181,Zaicus Itag Bluetooth Tracer Anti Lost Alarm Remote Shutter Voice Recorder Connect With 10 Units 5692 USB Bluetooth,699.0,499.0,Task Logistics Audio Receiver H-366 USB Bluetooth,1489.0,1506.0
16182,Shoe Day Boots,5299.0,2199.0,Feetje Trousers,551.0,675.0
16183,Little Kangaroos Casual Sleeveless Striped Girl's Top,449.0,449.0,Little Kangaroos Girl's Trousers,1293.0,810.0
16184,Spalding TF-150 Basketball -   Size: 7,699.0,559.0,"Spalding Chicago Bulls Basketball -   Size: 7,  Diameter: 74 cm",1097.0,1326.0
16185,Vitally Clothing Casual Printed Women's Kurti,1650.0,792.0,Pannkh Casual Printed Women's Kurti,1884.0,1160.0
16186,"Love Bright Jewelry Sterling Silver Cubic Zirconia, Sapphire Rhodium Bracelet",49999.0,36356.0,"Love Bright Jewelry Sterling Silver Cubic Zirconia, Sapphire Rhodium Bracelet",49989.0,31307.0
16187,"Love Bright Jewelry Sterling Silver Cubic Zirconia, Sapphire Rhodium Bracelet",49999.0,24580.0,"Love Bright Jewelry Sterling Silver Cubic Zirconia, Sapphire Rhodium Bracelet",49987.0,46988.0
16188,"Love Bright Jewelry Sterling Silver Cubic Zirconia, Sapphire Rhodium Bracelet",49999.0,24580.0,"Love Bright Jewelry Sterling Silver Cubic Zirconia, Sapphire Rhodium Bracelet",49987.0,39597.0
16189,Techone+ Portable SE122102-ORANGE USB Led Light,499.0,249.0,Techone+ Portable SE122103-ORANGE USB Led Light,685.0,549.0
16190,Techone+ Flexible SE122102-BLUE USB Led Light,499.0,249.0,Techone+ Flexible SE122103-BLUE USB Led Light,687.0,533.0
16191,99Gems LR GOLD 5 in 1 MOBILE / MP3 USB USB Cable,199.0,149.0,LUV LUV MP3 PLAYER MP3 RED PLAYER USB Sound Card,979.0,319.0
16192,Casotec USB Fan 275031 Portable Fan USB USB Fan,999.0,699.0,Casotec USB Fan 275030 Portable Fan USB USB Fan,981.0,871.0
16193,Orcel Good Quality Portable Flexible USB USB Fan,599.0,228.0,Orcel Good Quality Portable Flexible USB USB Fan,587.0,281.0
16194,Kensington 33399EU USB USB Hub,699.0,549.0,Rock Rocket Desktop Charger 6950290687051 USB USB Hub,3186.0,3352.0
16195,Mydress Mystyle Bulb Led USB Led Light,999.0,85.0,Mydress Mystyle Bulb Led USB Led Light,992.0,86.0
16196,Sony HT-GT1 2.1 Home Theatre System,18990.0,18990.0,Mr Plus 2827 2.1 Home Theatre System,4978.0,4402.0
16197,Shadow Fax Table Air Fan Cooler USB USB Fan,1299.0,799.0,ShadowFax Table Air Fan Cooler USB USB Fan,1290.0,998.0
16198,Pakhi Casual Floral Print Women's Kurti,5199.0,3099.0,Cottinfab Casual Floral Print Women's Kurti,1992.0,1006.0
16199,Tapawire Flexible Portable Lamp H09 USB Led Light,399.0,249.0,Tapawire Flexible Portable Lamp H08 USB Led Light,290.0,296.0
16200,"Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable",899.0,699.0,Finger's iPhone 5 5s Ipad Data Sync USB USB Charger,392.0,247.0
16201,QP360 Kid Fan 02 MLY2200 USB USB Fan,799.0,509.0,Finger's USB Fan Cum Power bank Black New USB USB Fan,986.0,1037.0
16202,Techone+ Flexible SE122012-VIOLET USB Led Light,499.0,249.0,Techone+ Flexible SE122014-VIOLET USB Led Light,1284.0,1045.0
16203,Techone+ Portable SE122102-ORANGE USB Led Light,499.0,249.0,Techone+ Portable SE122104-ORANGE USB Led Light,1297.0,1195.0
16204,Orcel Good Quality Portable Flexible USB USB Fan,599.0,228.0,Orcel Good Quality Portable Flexible USB USB Fan,587.0,269.0
16205,Memore Portable and Flexible MMULL-Orange USB Led Light,499.0,199.0,Memore Portable MMULL-Pink USB Led Light,483.0,247.0
16206,Iconnect World 3D Dual 7.1 Virtual Channel Audio Adapter USB Sound Card,700.0,449.0,Iconnect World 7.1 Virtual Channel 3D Audio Adapter USB Sound Card,1195.0,598.0
16207,Leather King Lace Up Shoes,1999.0,999.0,Leather King Lace Up Shoes,1991.0,1218.0
16208,Leather King Alan Black Lace Up,1999.0,999.0,Leather King Adams Black Lace Up,1988.0,1214.0
16209,Leather King Alan Black Lace Up,1999.0,999.0,Leather King Oscar Black Lace Up,1992.0,1208.0
16210,Leather King Alan Black Lace Up,1999.0,999.0,Leather King Blake Black Lace Up,1989.0,1121.0
16211,Leather King Oscar Black Lace Up,1999.0,999.0,Leather King Alan Black Lace Up,1983.0,1203.0
16212,Leather King Adams Black Lace Up,1999.0,999.0,Leather King Harris Black Lace Up,1994.0,1248.0
16213,Leather King Lace Up Shoes,1999.0,999.0,Leather King Lace Up Shoes,1985.0,1185.0
16214,Leather King Lace Up Shoes,1999.0,999.0,Leather King Lace Up Shoes,1982.0,1228.0
16215,Leather Wood Lace Up Shoes,1199.0,749.0,Leather Like Formal Shoes,2239.0,1078.0
16216,DGB Flexi Touch X-11 USB Led Light,329.0,259.0,DGB Flexi Touch X-11 USB Led Light,323.0,298.0
16217,Iconnect World Premium Quality 7.1 Channel External Audio Adapter With Mic USB Sound Card,1500.0,549.0,Iconnect World Premium Quality External Audio Adapter With Mic 1 Year Warranty 7.1 Channel USB Sound Card,898.0,750.0
16218,Svype Slimport to HDMI Adapter,1500.0,1099.0,Generix HDMI Female To Female Coupler Jointer Adapter Extender Gender Changer gx-hdmi-coupler USB HDMI Connector,295.0,200.0
16219,"Kipsta B500 S7 Basketball -   Size: 7,  Diameter: 29.5 cm",699.0,623.0,"Kipsta B500 S7 1543058 Basketball -   Size: 7,  Diameter: 73.66 cm",1192.0,1478.0
16220,Mydress Mystyle Bulb Led USB Led Light,999.0,75.0,Mydress Mystyle Bulb Led USB Led Light,992.0,99.0
16221,Orico Aluminium 4 Port USB 3.0 M3H4-SV USB USB Hub,2490.0,1990.0,Orico Compact Retractable USB 3.0 C3H4-BK USB USB Hub,1488.0,1862.0
16222,BlueStone Yellow Gold Diamond 14 Bracelet,32520.0,25905.0,BlueStone Yellow Gold Diamond 14 Bracelet,33646.0,34363.0
16223,BlueStone Yellow Gold Diamond 14 Bracelet,33659.0,26653.0,BlueStone Yellow Gold Diamond 14 Bracelet,32501.0,29261.0
16224,KARP Ultra Bright 28 LEDs USB Lights (White) LED LIGHT- Wht-4 USB Led Light,699.0,599.0,KARP Ultra Bright 28 LEDs USB Lights (Black) LED LIGHT-BLK-1 USB Led Light,692.0,729.0
16225,Balujas Men Sandals,995.0,995.0,Balujas Women Heels,2480.0,2096.0
16226,"Shop Rajasthan Casual, Formal Printed Women's Kurti",1099.0,299.0,"Shop Rajasthan Casual, Formal Solid, Printed Women's Kurti",1088.0,517.0
16227,"Shop Rajasthan Casual, Formal Striped, Printed Women's Kurti",1099.0,449.0,"Shop Rajasthan Casual, Formal Striped, Printed Women's Kurti",1089.0,493.0
16228,"Shop Rajasthan Casual, Formal Floral Print Women's Kurti",1099.0,299.0,"Shop Rajasthan Casual, Formal Floral Print Women's Kurti",1098.0,495.0
16229,Salona Bichona Casual Printed Women's Kurti,999.0,299.0,Salona Bichona Casual Striped Women's Kurti,984.0,369.0
16230,"Shop Rajasthan Casual, Formal Striped, Printed Women's Kurti",1099.0,399.0,"Shop Rajasthan Casual, Formal Striped, Printed Women's Kurti",1096.0,538.0
16231,Nandy Casual Striped Women's Kurti,850.0,299.0,Porcupine Casual Striped Women's Kurti,991.0,622.0
16232,Steppings Women Wedges,999.0,599.0,Steppings Women Wedges,1184.0,792.0
16233,Steppings Women Wedges,1199.0,719.0,Steppings Women Wedges,993.0,722.0
16234,Techone+ Flexible SE122104-GREEN USB Led Light,1299.0,949.0,Techone+ Flexible SE122102-GREEN USB Led Light,494.0,314.0
16235,DH-Discovery 20200W 2.1 Home Theatre System,9999.0,6499.0,LG DH313OS 5.1 Home Theatre System,8970.0,9837.0
16236,QP360 Kid Fan 02 MLY2200 USB USB Fan,799.0,509.0,QP360 Kid Fan 01 MLY2015 USB USB Fan,784.0,540.0
16237,"Techone+ Portable Power Bank, and Laptops_4 set USB Led Light",499.0,189.0,"Techone+ Portable Power Bank, and Laptops_2 set USB Led Light",284.0,173.0
16238,Kensington 33399EU USB USB Hub,699.0,549.0,frontech jil 0821 jil - 0821 USB USB Hub,159.0,138.0
16239,Techone+ Portable SE122103-WHITE USB Led Light,699.0,449.0,Techone+ Portable SE122102-WHITE USB Led Light,496.0,294.0
16240,Orico Compact Retractable USB 3.0 C3H4-BK USB USB Hub,1490.0,1490.0,Orico Aluminium 4 Port USB 3.0 M3H4-SV USB USB Hub,2485.0,2443.0
16241,N K Computers 4 In 1 Multiple U563 USB USB Hub,599.0,350.0,N K Computers 4 port USB nk156 USB USB Hub,394.0,296.0
16242,Techone+ Flexible SE122104-BLUE USB Led Light,1299.0,949.0,Techone+ Flexible SE122101-BLUE USB Led Light,282.0,180.0
16243,"Kobo Basketball Extreme 7 Basketball -   Size: 7,  Diameter: 29 cm",580.0,529.0,"Kobo Gripper Basketball -   Size: 5,  Diameter: 22.3 cm",435.0,474.0
16244,Lexel High Quality Braided Metal Head Pure Copper Fast Charging 1.5 Meter Long for All Smartphone like Samsung HTC etc USB Cable,999.0,339.0,Karp Bracelet Necklace Pearl wrist line data portable beaded fashion bracelet USB charging cable for Samsung HTC Phone-Pink USB-P-2811 USB USB Charger,1082.0,719.0
16245,Himtek light led 1 USB Led Light,299.0,119.0,Aadishwar Creations U11 M101 USB Led Light,381.0,364.0
16246,Link+ Flexible Portable Lamp LP-3PCS USB Led Light,899.0,299.0,Link+ Flexible Portable Lamp LP-5PCS USB Led Light,1291.0,515.0
16247,Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub,1660.0,1555.0,Neon 3.0 4 Port Super Speed Adapter Card Reaader + 46 USB USB Hub,2488.0,2180.0
16248,Fabme Women Wedges,899.0,489.0,Babylon Patjane Women Wedges,1096.0,664.0
16249,Tapawire Portable USB Flexible Stick Dimmable Touch Switch 10 Super Bright LED Reading Lamp B00 USB Led Light,699.0,449.0,Storite Portable Flexible Stick Dimmable Touch Switch 10 Super Bright B015CK4PI0 USB Led Light,593.0,632.0
16250,OMRD RD6697 Hot and cold Pack,399.0,269.0,Hotshot Heater Plus Funky USB Cup Warmer,480.0,296.0
16251,Orcel Good Quality Portable Flexible USB USB Fan,599.0,228.0,Orcel Good Quality Portable Flexible USB USB Fan,580.0,288.0
16252,Kipsta Riseup Basketball -   Size: 5,499.0,383.0,"Kipsta Rise Up S3 Basketball -   Size: 3,  Diameter: 17.5 cm",989.0,914.0
16253,Satzuma USH102 USB USB Hub,,,Star Wars R2-D2 830 USB USB Hub,5997.0,6385.0
16254,Sapatos Women Wedges,1299.0,499.0,Sapatos Women Wedges,897.0,462.0
16255,Sapatos Women Wedges,899.0,399.0,Sapatos Women Wedges,1296.0,564.0
16256,Monaliza Women Wedges,999.0,399.0,Bruno Manetti Women Wedges,2489.0,1176.0
16257,Fabme Women Wedges,899.0,489.0,Allinyou Women Wedges,1179.0,858.0
16258,Honey by Pantaloons Women's Camisole,249.0,249.0,Annabelle by Pantaloons Women Wedges,1191.0,1316.0
16259,Techone+ Flexible SE122014-VIOLET USB Led Light,1299.0,949.0,Techone+ Flexible SE122101-VIOLET USB Led Light,284.0,181.0
16260,Sygtech CL-11 CB-155 USB Cigarette Lighter,599.0,499.0,Sangaitap Combo Offer Of 2 Pes Flameless Rechargeable Electronic Windproof Eco Friendly For It Professional Unique USB Cigarette Lighter,794.0,746.0
16261,Finger's iPhone 5 5s Ipad Data Sync USB USB Charger,399.0,199.0,"Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable",887.0,903.0
16262,Sitech 4 Port High Speed 3.0 USB USB Hub,300.0,220.0,Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub,1650.0,1773.0
16263,DGB Flexi Touch X-11 USB Led Light,329.0,259.0,DGB Flexi Touch X-11 USB Led Light,326.0,327.0
16264,Janasya Casual Printed Women's Kurti,1899.0,359.0,Jainish Casual Printed Women's Kurti,980.0,631.0
16265,Task Logistics Audio Receiver H-366 USB Bluetooth,1500.0,1200.0,Zaicus Itag Bluetooth Tracer Anti Lost Alarm Remote Shutter Voice Recorder Connect With 10 Units 5692 USB Bluetooth,697.0,576.0
16266,Tapawire Flexible Portable Lamp H08 USB Led Light,299.0,249.0,Tapawire Flexible Portable Lamp H09 USB Led Light,389.0,299.0
16267,Iconnect World Premium Quality External Audio Adapter With Mic 1 Year Warranty 7.1 Channel USB Sound Card,900.0,649.0,Iconnect World Premium Quality 7.1 Channel External Audio Adapter With Mic USB Sound Card,1487.0,710.0
16268,"Techone+ Portable Power Bank, and Laptops_4 set USB Led Light",499.0,189.0,RRP Notebook Desktop Power Bank Por-504 USB Led Light,388.0,121.0
16269,99Gems Smart OTG Connection kit USB USB Cable,399.0,199.0,99Gems LR GOLD 5 in 1 MOBILE / MP3 USB USB Cable,194.0,184.0
16270,Memore Portable and Flexible LED Light Lamp MMULL-Purple USB Led Light,499.0,199.0,Memore Portable and Flexible LED Light Lamp MMULL-SkyBlue USB Led Light,487.0,238.0
16271,Amaze Fashion Universal Portable Lamp PL014AMAZWH USB Led Light,199.0,88.0,De TechInn Combo Set of 2 Flexible USB LED Light Lamp For Computer Reading Notebook Laptop PC EC1198 Lamp 5V 1.2W USB Led Light,395.0,126.0
16272,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",23129.0,18488.0,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",22942.0,22216.0
16273,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",22947.0,18519.0,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",23114.0,21264.0
16274,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",22947.0,18519.0,BlueStone Yellow Gold Amethyst 18 Bracelet,31833.0,30815.0
16275,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",22947.0,18519.0,"BlueStone Yellow Gold Diamond, Amethyst 18 Bracelet",22981.0,21798.0
16276,Bigkik Flexible Lamp Mini Portable Designer USB Led Light,297.0,125.0,DreamShop Flex Flexible Portable USB Led Light,594.0,148.0
16277,Himtek light led 1 USB Led Light,299.0,119.0,Clicko Portable Port USB Led Light,498.0,354.0
16278,FAB FASHION Women Wedges,799.0,295.0,Lord's Silver Women's Ethnic Wear Women Wedges,1695.0,1001.0
16279,Faith 1000142 Women Wedges,3325.0,1495.0,Faith Women Wedges,2871.0,1539.0
16280,Trotters Women Wedges,1299.0,999.0,Trotters Women Wedges,1288.0,1163.0
16281,Trotters Women Wedges,1299.0,999.0,Trotters Women Wedges,1279.0,1286.0
16282,Sapatos Women Wedges,899.0,399.0,Sapatos Women Wedges,886.0,456.0
16283,"AdroitZ 1 Black & Red Two wheeler Cover, 2 Beige Arm Sleeves Combo",629.0,399.0,Addyz Plain Combo of ladies Large Non - woven 2Saree and 1Blouse Cover. Upto 5 - 6SC and 9-10BC each,445.0,292.0
16284,Metro Women Wedges,1490.0,894.0,Metro Classic Women Wedges,1676.0,1162.0
16285,KARP Ultra Bright 28 LEDs USB Lights (Black) LED LIGHT-BLK-1 USB Led Light,699.0,599.0,QP360 Smart LT-01-Brown USB Led Light,397.0,156.0
16286,RRP Alpha X002 USB Led Light,399.0,90.0,RRP Lamp For Computer Keyboard Tslplt02 USB Led Light,379.0,127.0
16287,Epresent Mfan 1 Fan USB USB Fan,269.0,219.0,Bainsons Flexible & Portable uf-M01 USB USB Fan,585.0,314.0
16288,Techone+ Flexible SE122014-VIOLET USB Led Light,1299.0,949.0,Techone+ Flexible SE122012-VIOLET USB Led Light,486.0,298.0
16289,RRP Flexible Dg-101 USB Led Light,399.0,99.0,RRP Flexible Por-502 USB Led Light,382.0,111.0
16290,Memore Portable and Flexible MMULL-Orange USB Led Light,499.0,199.0,Memore Portable and Flexible MMULL-Red USB Led Light,498.0,224.0
16291,KoldFire Flexible Portable Lamp Bendable USB Led Light,995.0,399.0,SJ Flexible Potable Lamp YU2252 USB Led Light,163.0,124.0
16292,DGB Flexi Touch X-11 USB Led Light,329.0,259.0,DGB Flexi Touch X-11 USB Led Light,320.0,335.0
16293,Fonokase SU100 SU100 USB USB Charger,599.0,480.0,Fonokase SU100 Dual 2.1Amp USB USB Charger,593.0,543.0
16294,Steppings Women Flats,499.0,249.0,High Step Women Flats,1384.0,743.0
16295,KLIQVIK SIX PORT USB HUB FOR SAMSUNG MOBILES TR-252 USB USB Hub,1499.0,1099.0,KLIQVIK SIX PORT USB HUB FOR ANDROID MOBILES TR-250 USB USB Hub,1489.0,1360.0
16296,Satzuma USH102 USB USB Hub,,,Satzuma UCH100 USB Clapper Board,-6.0,0.0
16297,Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan,1199.0,799.0,DivineXt Flexible Electronic Laptop Cooling Fan DI-111 USB USB Fan,586.0,452.0
16298,Bruno Manetti 1475 Lace Up Shoes,3799.0,1519.0,Bruno Manetti 7007 Lace Up Shoes,3782.0,1918.0
16299,Leather Wood Lace Up Shoes,1199.0,749.0,Feather Leather Shoes 028 Lace Up Shoes,1485.0,893.0
16300,Leather King Lace Up Shoes,1999.0,999.0,Leather Wood Lace Up Shoes,1179.0,950.0
16301,Kipsta Easy Basketball -   Size: 5,599.0,599.0,Kipsta Riseup Basketball -   Size: 5,487.0,482.0
16302,Spalding NBA Cyclone Basketball -   Size: 5,799.0,799.0,Spalding NBA Team Toranto Raptors Basketball -   Size: 7,1082.0,1285.0
16303,"Kipsta B500 S7 1543058 Basketball -   Size: 7,  Diameter: 73.66 cm",1195.0,1195.0,"Kipsta B500 1127213 Basketball -   Size: 5,  Diameter: 73.66 cm",882.0,966.0
16304,Sitech 4 Port High Speed 3.0 USB USB Hub,300.0,220.0,Mobirite High Speed 6 in 1 White USB USB Hub,698.0,418.0
16305,AW High Power Usb for Iphone 6 Plus Lightning Cable,499.0,293.0,GANPATI WHOLSALER Apple Iphone 6/6 Plus Apple Iphone 6/6 Plus USB USB Cable,397.0,298.0
16306,"Storite Mini Flexible For PC, Laptop, Power Bank, Ebook Reading UL 04 USB Led Light",294.0,289.0,"Akshaj Lightweight Flexible Portable Adjustable With 50000 Hours Life For Keyboard Laptop Pc Notebook Power Bank, Book Reading Work Bed USB Led Light",379.0,223.0
16307,Techone+ Portable SE122102-WHITE USB Led Light,499.0,249.0,Instella Bright Warm White Laptop Or Any USB Led Light,1089.0,104.0
16308,QP360 Kid Fan 02 MLY2200 USB USB Fan,799.0,509.0,Lifestyle-You IG43_04 USB USB Fan,996.0,613.0
16309,Gold Dust QUA101 Card Reader Connection Kit Smart OTG Cable,999.0,499.0,99Gems Smart OTG Connection kit USB USB Cable,392.0,234.0
16310,"Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable",899.0,699.0,Smiledrive 4 USB OUTPUT PORTS TRAVEL & WALL POWER ADAPTER CHARGER (5V)- BLACK MULTI POINT USB ADAPTOR USB USB Charger,994.0,894.0
16311,Memore Portable and Flexible Lamp MMULL-Green USB Led Light,499.0,195.0,Memore Portable and Flexible LED Light Lamp MMULL-Purple USB Led Light,493.0,235.0
16312,frontech jil 0821 jil - 0821 USB USB Hub,175.0,115.0,Satzuma USH102 USB USB Hub,-1.0,0.0
16313,"Kipsta B500 S6 Basketball -   Size: 6,  Diameter: 25 cm",3299.0,3299.0,"Kipsta B500 Basketball -   Size: 6,  Diameter: 25 cm",2981.0,3028.0
16314,"Kobo Basketball Extreme 7 Basketball -   Size: 7,  Diameter: 29 cm",580.0,529.0,"Atharva Rebound Basketball -   Size: 7,  Diameter: 2.5 cm",820.0,622.0
16315,N K Computers 4 port USB nk156 USB USB Hub,399.0,248.0,MRK Communication MRKUSB101 ALL MOBILE USB USB Cable,594.0,379.0
16316,Kipsta Riseup Basketball -   Size: 5,499.0,383.0,Kipsta Easy Basketball -   Size: 5,588.0,659.0
16317,Iconnect World 7.1 Virtual Channel 3D Audio Adapter USB Sound Card,1200.0,509.0,iConnect World New 7.1 Channel External Audio Adapter with Mic Virtual 3D Sound USB Sound Card,1187.0,566.0
16318,Techone+ Flexible SE122014-VIOLET USB Led Light,1299.0,949.0,De TechInn Flexible wire powered by 13 USB Led Light,587.0,284.0
16319,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1099.0,349.0,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1085.0,617.0
16320,"Shop Rajasthan Casual, Formal Printed Women's Kurti",899.0,450.0,"Shop Rajasthan Casual, Formal Printed Women's Kurti",1081.0,374.0
16321,Shopping Rajasthan Casual Printed Women's Kurti,2299.0,1434.0,Shop Rajasthan Casual Printed Women's Kurti,1383.0,493.0
16322,"Shop Rajasthan Casual, Formal Printed Women's Kurti",1099.0,299.0,"Shop Rajasthan Casual, Formal Printed Women's Kurti",892.0,513.0
16323,"Shop Rajasthan Casual, Formal Printed Women's Kurti",1099.0,299.0,"Shop Rajasthan Casual, Formal Printed Women's Kurti",1092.0,439.0
16324,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1099.0,499.0,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1081.0,387.0
16325,Casotec Plexible LED Light 275012 Led Light USB Led Light,499.0,149.0,Casotec Plexible LED Light 275013 Led Light USB Led Light,480.0,188.0
16326,Crystle Crystle01 CRSTL - LED Light USB Led Light,300.0,169.0,Crystle Crstl - Pink Crystle01 USB Led Light,292.0,207.0
16327,Smartpower Portable Mini Rechargeable fan1 USB USB Fan,1499.0,599.0,Dragon Super fast Mini Hi-Speed Rechargeable USB USB Fan,1480.0,745.0
16328,N K Computers 4 port USB nk156 USB USB Hub,399.0,248.0,N K Computers 4 In 1 Multiple U563 USB USB Hub,585.0,418.0
16329,ShadowFax Table Air Fan Cooler USB USB Fan,1299.0,799.0,Shadow Fax Table Air Fan Cooler USB USB Fan,1298.0,961.0
16330,Spalding TF-150 Basketball -   Size: 7,699.0,559.0,Spalding NBA Cyclone Basketball -   Size: 5,783.0,906.0
16331,"Li-Ning ABQJ066-1S Basketball -   Size: 7,  Diameter: 24.25 cm",2100.0,2100.0,"Li-Ning ABQJ064-2S Basketball -   Size: 7,  Diameter: 24.25 cm",975.0,1202.0
16332,RRP Flexible Por-502 USB Led Light,399.0,98.0,RRP Flexible Dg-101 USB Led Light,380.0,128.0
16333,Techone+ Flexible SE122102-GREEN USB Led Light,499.0,249.0,Techone+ Flexible SE122104-GREEN USB Led Light,1298.0,1159.0
